"cut","carat","color","price"
"Fair",1.05,"H",2293
"Very Good",0.7,"I",2294
"Very Good",0.72,"D",2294
"Very Good",0.8,"H",2294
"Premium",0.71,"I",2294
"Ideal",0.55,"F",2294
"Ideal",0.55,"F",2294
"Ideal",0.59,"E",2294
"Ideal",0.7,"H",2294
"Ideal",0.7,"H",2294
"Ideal",0.7,"H",2294
"Ideal",0.7,"H",2294
"Premium",0.85,"J",2295
"Ideal",0.72,"G",2295
"Ideal",0.72,"G",2295
"Premium",0.75,"I",2295
"Ideal",0.74,"F",2295
"Premium",0.75,"H",2295
"Very Good",0.7,"H",2296
"Very Good",0.79,"I",2296
"Ideal",0.52,"D",2296
"Premium",0.58,"G",2297
"Very Good",0.53,"E",2297
"Very Good",0.64,"D",2297
"Premium",0.71,"F",2297
"Ideal",0.5,"E",2297
"Ideal",0.57,"E",2297
"Ideal",0.72,"G",2297
"Ideal",0.69,"G",2297
"Fair",0.81,"I",2297
"Premium",0.58,"E",2297
"Very Good",0.74,"F",2298
"Very Good",0.7,"E",2298
"Very Good",0.7,"E",2298
"Ideal",0.56,"F",2298
"Good",0.7,"D",2298
"Ideal",0.6,"F",2298
"Ideal",0.72,"F",2298
"Ideal",0.7,"H",2298
"Ideal",0.56,"G",2298
"Ideal",0.56,"G",2298
"Premium",0.72,"F",2298
"Good",0.57,"F",2298
"Premium",0.7,"D",2299
"Very Good",0.79,"J",2300
"Very Good",0.75,"I",2300
"Very Good",0.87,"J",2300
"Premium",0.71,"I",2300
"Premium",0.74,"H",2300
"Ideal",0.75,"J",2300
"Ideal",0.72,"F",2300
"Premium",0.71,"I",2300
"Fair",0.71,"G",2300
"Premium",0.71,"I",2300
"Good",0.71,"F",2300
"Fair",0.71,"G",2300
"Fair",0.81,"F",2301
"Ideal",0.51,"E",2301
"Ideal",0.52,"E",2301
"Ideal",0.52,"D",2302
"Very Good",0.59,"F",2302
"Ideal",0.54,"D",2302
"Ideal",0.73,"I",2302
"Very Good",0.7,"G",2302
"Premium",0.52,"E",2302
"Ideal",0.77,"H",2302
"Ideal",0.51,"G",2303
"Premium",0.76,"E",2303
"Ideal",0.55,"H",2303
"Premium",0.8,"E",2304
"Very Good",0.56,"E",2304
"Very Good",0.7,"I",2304
"Very Good",0.7,"G",2304
"Very Good",0.51,"F",2304
"Fair",0.96,"J",2304
"Ideal",0.71,"F",2304
"Good",0.72,"E",2305
"Very Good",0.7,"H",2306
"Good",0.71,"I",2306
"Premium",0.71,"I",2306
"Good",0.71,"I",2306
"Ideal",0.71,"I",2306
"Premium",0.71,"E",2306
"Premium",0.61,"D",2306
"Premium",0.71,"E",2306
"Ideal",0.61,"F",2306
"Ideal",0.6,"E",2306
"Fair",0.72,"G",2306
"Premium",0.7,"F",2306
"Ideal",0.61,"F",2306
"Ideal",0.87,"H",2307
"Very Good",0.78,"F",2307
"Very Good",0.7,"E",2307
"Premium",0.7,"E",2307
"Ideal",0.54,"D",2307
"Ideal",0.81,"J",2307
"Good",0.7,"E",2307
"Premium",0.7,"E",2307
"Premium",0.75,"D",2307
"Ideal",0.76,"J",2307
"Ideal",0.71,"G",2307
"Ideal",0.71,"I",2308
"Ideal",0.71,"E",2308
"Ideal",0.71,"E",2308
"Good",0.72,"E",2308
"Ideal",0.72,"E",2308
"Good",0.71,"F",2308
"Ideal",0.64,"H",2308
"Very Good",0.67,"F",2309
"Very Good",0.67,"G",2309
"Premium",0.73,"F",2309
"Ideal",0.74,"G",2309
"Good",0.67,"F",2309
"Good",0.67,"F",2309
"Ideal",0.61,"G",2309
"Ideal",0.7,"D",2310
"Very Good",0.5,"D",2310
"Very Good",0.7,"G",2310
"Premium",0.7,"E",2310
"Very Good",0.7,"E",2310
"Very Good",0.62,"D",2310
"Premium",0.51,"F",2310
"Ideal",0.7,"G",2310
"Fair",0.9,"G",2310
"Good",0.7,"E",2310
"Good",0.7,"D",2310
"Very Good",0.7,"E",2310
"Very Good",0.62,"D",2311
"Good",0.72,"G",2311
"Good",0.83,"J",2311
"Premium",0.72,"H",2311
"Premium",0.83,"J",2311
"Very Good",0.55,"E",2312
"Very Good",0.78,"J",2312
"Very Good",0.7,"H",2312
"Very Good",0.7,"F",2312
"Very Good",0.7,"F",2312
"Very Good",0.7,"F",2312
"Very Good",0.7,"E",2312
"Fair",0.78,"F",2312
"Ideal",0.72,"I",2312
"Ideal",0.7,"G",2312
"Good",0.7,"D",2312
"Premium",0.54,"E",2313
"Very Good",0.7,"F",2313
"Very Good",0.71,"E",2313
"Very Good",0.82,"J",2313
"Ideal",0.6,"G",2313
"Ideal",0.71,"I",2313
"Ideal",0.71,"H",2313
"Ideal",0.71,"H",2313
"Ideal",0.71,"H",2313
"Good",0.7,"F",2313
"Ideal",0.63,"D",2313
"Premium",0.81,"I",2313
"Ideal",0.81,"H",2313
"Premium",0.81,"H",2313
"Very Good",0.52,"F",2314
"Very Good",0.55,"G",2314
"Good",0.7,"E",2314
"Premium",0.72,"F",2314
"Premium",0.7,"G",2314
"Good",0.71,"H",2315
"Ideal",0.71,"I",2315
"Very Good",0.7,"I",2316
"Very Good",0.78,"H",2316
"Very Good",0.76,"I",2316
"Good",0.83,"H",2316
"Premium",0.72,"G",2316
"Premium",0.9,"F",2316
"Premium",0.6,"F",2316
"Premium",0.72,"H",2316
"Very Good",0.59,"H",2317
"Premium",0.7,"G",2317
"Premium",0.7,"G",2317
"Ideal",0.71,"G",2317
"Premium",0.71,"F",2317
"Premium",0.71,"D",2317
"Ideal",0.51,"E",2317
"Premium",0.79,"I",2317
"Fair",0.73,"E",2317
"Ideal",0.71,"H",2317
"Ideal",0.56,"F",2318
"Premium",0.56,"F",2318
"Very Good",0.54,"D",2318
"Very Good",0.65,"H",2318
"Very Good",0.72,"G",2318
"Ideal",0.72,"G",2318
"Fair",0.8,"G",2318
"Fair",0.71,"I",2318
"Good",0.7,"D",2318
"Fair",0.7,"E",2318
"Fair",0.7,"D",2318
"Ideal",0.56,"G",2318
"Ideal",0.56,"F",2318
"Premium",0.72,"H",2318
"Premium",0.72,"F",2318
"Very Good",0.7,"E",2318
"Ideal",0.6,"F",2318
"Ideal",0.56,"F",2318
"Very Good",0.7,"D",2318
"Good",0.7,"D",2318
"Premium",0.72,"G",2318
"Very Good",0.74,"F",2319
"Very Good",0.71,"F",2319
"Ideal",0.7,"F",2319
"Premium",0.7,"F",2319
"Premium",0.7,"F",2319
"Premium",0.61,"F",2319
"Ideal",0.59,"D",2319
"Ideal",0.71,"I",2319
"Ideal",0.71,"I",2319
"Ideal",0.71,"I",2319
"Ideal",0.71,"I",2319
"Ideal",0.71,"I",2319
"Ideal",0.71,"I",2319
"Premium",0.7,"D",2319
"Ideal",0.57,"E",2319
"Ideal",0.57,"E",2319
"Very Good",0.51,"E",2320
"Very Good",0.51,"E",2320
"Good",0.71,"F",2320
"Ideal",0.63,"G",2320
"Ideal",0.73,"H",2320
"Premium",0.72,"E",2320
"Very Good",0.56,"F",2321
"Ideal",0.73,"G",2321
"Very Good",0.8,"J",2321
"Ideal",0.57,"F",2321
"Ideal",0.62,"G",2321
"Ideal",0.56,"G",2321
"Ideal",0.56,"G",2321
"Premium",0.53,"D",2321
"Premium",0.87,"J",2321
"Premium",0.71,"E",2322
"Good",0.74,"G",2322
"Fair",0.95,"J",2322
"Ideal",0.57,"F",2322
"Ideal",0.59,"G",2322
"Very Good",0.66,"H",2323
"Ideal",0.81,"I",2323
"Very Good",1.01,"I",2323
"Premium",0.51,"E",2323
"Ideal",0.54,"D",2323
"Premium",0.54,"D",2323
"Very Good",0.7,"E",2324
"Ideal",0.61,"E",2324
"Very Good",0.7,"F",2325
"Ideal",0.6,"D",2325
"Ideal",0.71,"G",2325
"Very Good",0.71,"I",2326
"Very Good",0.71,"F",2326
"Very Good",0.72,"I",2326
"Very Good",0.31,"H",544
"Good",0.31,"E",544
"Very Good",0.31,"H",544
"Good",0.31,"E",544
"Very Good",0.31,"H",544
"Premium",0.31,"G",544
"Very Good",0.31,"E",544
"Premium",0.31,"G",544
"Premium",0.31,"G",544
"Very Good",0.31,"G",544
"Ideal",0.31,"H",544
"Good",0.31,"E",544
"Good",0.31,"E",544
"Premium",0.31,"G",544
"Good",0.31,"E",544
"Ideal",0.31,"H",544
"Very Good",0.31,"H",544
"Ideal",0.31,"G",544
"Ideal",0.31,"H",544
"Ideal",0.31,"G",544
"Good",0.31,"E",544
"Good",0.31,"G",544
"Very Good",0.31,"E",544
"Very Good",0.31,"E",544
"Premium",0.31,"G",544
"Very Good",0.31,"G",544
"Premium",0.31,"G",544
"Very Good",0.31,"I",544
"Premium",0.31,"I",544
"Good",0.31,"E",544
"Very Good",0.73,"F",2326
"Very Good",0.73,"F",2326
"Premium",0.59,"D",2326
"Ideal",0.71,"H",2326
"Good",0.76,"I",2326
"Premium",0.68,"G",2326
"Ideal",0.7,"H",2326
"Fair",1,"G",2326
"Very Good",0.74,"I",2327
"Ideal",0.73,"I",2327
"Ideal",0.73,"I",2327
"Ideal",0.74,"H",2327
"Ideal",0.74,"I",2327
"Good",0.74,"H",2327
"Premium",0.71,"I",2327
"Good",0.71,"I",2327
"Ideal",0.71,"I",2327
"Very Good",0.71,"I",2327
"Good",0.71,"I",2327
"Fair",0.71,"F",2327
"Good",1.14,"G",2327
"Very Good",0.71,"I",2328
"Premium",0.74,"F",2328
"Premium",0.74,"F",2328
"Ideal",0.72,"D",2328
"Ideal",0.71,"H",2328
"Fair",0.76,"H",2328
"Premium",0.74,"G",2328
"Premium",0.7,"G",2328
"Ideal",0.71,"E",2329
"Ideal",0.71,"E",2329
"Premium",0.7,"G",2329
"Very Good",0.48,"D",2329
"Very Good",0.73,"I",2329
"Very Good",0.8,"I",2329
"Premium",0.76,"E",2329
"Premium",0.71,"E",2329
"Premium",0.75,"H",2329
"Premium",0.73,"F",2329
"Premium",0.75,"I",2329
"Premium",0.82,"E",2329
"Premium",0.7,"H",2330
"Good",0.7,"H",2330
"Good",0.7,"H",2330
"Premium",0.7,"H",2330
"Very Good",0.73,"G",2330
"Very Good",0.7,"H",2330
"Ideal",0.73,"H",2330
"Fair",0.73,"I",2330
"Premium",0.75,"H",2331
"Ideal",0.61,"G",2331
"Good",0.71,"F",2331
"Premium",0.55,"D",2331
"Premium",0.7,"H",2331
"Premium",0.7,"H",2331
"Premium",0.7,"H",2331
"Premium",0.7,"H",2331
"Ideal",0.71,"F",2331
"Premium",0.71,"F",2331
"Very Good",0.7,"G",2331
"Premium",0.53,"E",2331
"Very Good",0.7,"I",2332
"Very Good",0.71,"I",2332
"Very Good",0.64,"D",2332
"Very Good",0.65,"I",2332
"Ideal",0.78,"H",2332
"Ideal",0.7,"E",2332
"Ideal",0.7,"E",2332
"Premium",0.72,"E",2333
"Ideal",0.54,"F",2333
"Very Good",0.71,"F",2333
"Very Good",0.71,"F",2333
"Premium",0.7,"F",2333
"Good",0.96,"I",2333
"Ideal",0.54,"F",2333
"Premium",0.7,"H",2333
"Premium",0.7,"E",2333
"Ideal",0.52,"F",2333
"Ideal",0.54,"F",2333
"Good",0.72,"G",2333
"Premium",0.72,"I",2333
"Very Good",0.72,"F",2333
"Very Good",0.71,"G",2334
"Very Good",0.77,"F",2334
"Ideal",0.54,"F",2334
"Fair",0.89,"I",2334
"Ideal",0.52,"D",2334
"Premium",0.72,"H",2334
"Very Good",0.7,"H",2335
"Very Good",0.7,"E",2335
"Premium",0.73,"E",2335
"Ideal",0.73,"I",2335
"Ideal",0.7,"G",2335
"Ideal",0.71,"F",2335
"Good",0.7,"I",2335
"Very Good",0.73,"E",2335
"Very Good",0.71,"G",2335
"Good",0.7,"H",2335
"Premium",0.7,"E",2335
"Ideal",0.59,"G",2336
"Very Good",0.56,"G",2336
"Fair",1.17,"I",2336
"Premium",1.03,"H",2336
"Very Good",0.72,"I",2337
"Very Good",0.72,"I",2337
"Very Good",0.72,"I",2337
"Very Good",0.73,"H",2337
"Very Good",0.7,"D",2337
"Ideal",0.72,"I",2337
"Ideal",0.72,"E",2337
"Good",0.7,"F",2337
"Premium",0.75,"D",2337
"Good",0.83,"H",2337
"Ideal",0.52,"G",2338
"Good",0.77,"H",2338
"Very Good",0.7,"G",2338
"Ideal",0.76,"H",2338
"Fair",0.97,"F",2338
"Fair",0.7,"G",2338
"Ideal",0.57,"F",2339
"Ideal",0.57,"F",2339
"Very Good",0.71,"H",2339
"Fair",0.82,"G",2339
"Premium",0.7,"D",2339
"Fair",0.7,"D",2339
"Ideal",0.57,"F",2339
"Ideal",0.6,"E",2339
"Premium",1.05,"I",2339
"Ideal",0.72,"I",2340
"Ideal",0.71,"E",2340
"Ideal",0.58,"F",2340
"Ideal",0.72,"F",2340
"Premium",0.78,"F",2340
"Ideal",0.53,"D",2340
"Premium",0.71,"E",2340
"Ideal",0.65,"F",2340
"Ideal",0.78,"E",2340
"Premium",0.73,"E",2341
"Premium",0.51,"F",2341
"Fair",1.01,"I",2342
"Ideal",0.71,"G",2342
"Good",0.91,"E",2342
"Premium",0.7,"E",2342
"Very Good",0.7,"F",2343
"Very Good",0.71,"F",2343
"Ideal",0.7,"I",2343
"Ideal",0.7,"F",2343
"Premium",0.71,"E",2343
"Very Good",0.71,"E",2343
"Premium",0.71,"F",2343
"Good",1.02,"G",2344
"Premium",0.81,"H",2344
"Good",0.9,"G",2344
"Fair",0.62,"E",2344
"Premium",0.63,"E",2344
"Ideal",0.62,"F",2344
"Very Good",0.71,"F",2345
"Very Good",0.72,"E",2345
"Very Good",0.72,"I",2345
"Premium",0.71,"F",2345
"Ideal",0.72,"E",2345
"Ideal",0.71,"G",2345
"Ideal",0.59,"F",2345
"Premium",0.71,"F",2345
"Good",0.71,"F",2345
"Premium",0.51,"F",2346
"Very Good",0.71,"F",2346
"Premium",0.8,"H",2346
"Ideal",0.71,"F",2346
"Good",0.79,"H",2346
"Ideal",0.5,"E",2346
"Ideal",0.5,"E",2346
"Premium",0.73,"F",2346
"Ideal",0.34,"D",2346
"Ideal",0.34,"D",2346
"Premium",0.73,"F",2346
"Premium",0.73,"F",2346
"Very Good",0.75,"F",2347
"Very Good",0.76,"F",2347
"Ideal",0.6,"G",2347
"Ideal",0.71,"E",2347
"Good",0.7,"H",2347
"Ideal",0.72,"I",2347
"Very Good",0.78,"H",2348
"Very Good",0.78,"I",2348
"Premium",0.7,"D",2348
"Very Good",0.79,"H",2348
"Premium",0.7,"F",2348
"Premium",0.7,"F",2348
"Premium",0.7,"F",2348
"Good",0.91,"I",2348
"Ideal",0.7,"F",2348
"Very Good",0.7,"E",2349
"Premium",0.7,"E",2349
"Premium",0.81,"J",2350
"Premium",0.6,"F",2350
"Ideal",0.73,"G",2351
"Very Good",0.61,"G",2351
"Very Good",0.57,"F",2351
"Fair",0.73,"I",2351
"Ideal",0.7,"I",2351
"Ideal",0.72,"I",2351
"Fair",0.7,"H",2351
"Good",0.7,"H",2351
"Good",0.7,"H",2351
"Ideal",0.73,"G",2351
"Premium",0.73,"G",2351
"Premium",0.73,"F",2351
"Premium",0.73,"I",2351
"Very Good",0.74,"I",2352
"Very Good",0.76,"I",2352
"Premium",0.71,"H",2352
"Premium",0.71,"F",2352
"Ideal",0.7,"G",2352
"Premium",0.7,"G",2352
"Ideal",0.7,"G",2352
"Premium",0.7,"G",2352
"Ideal",0.71,"G",2352
"Ideal",0.59,"D",2352
"Ideal",0.5,"H",2352
"Premium",0.7,"I",2352
"Good",0.71,"F",2352
"Fair",0.71,"E",2352
"Fair",0.71,"D",2352
"Premium",0.7,"G",2352
"Fair",0.7,"G",2352
"Premium",0.7,"G",2352
"Fair",0.7,"D",2352
"Good",0.7,"H",2352
"Premium",0.72,"G",2352
"Fair",0.7,"E",2352
"Ideal",0.56,"E",2352
"Ideal",0.7,"G",2352
"Premium",0.71,"G",2352
"Very Good",0.7,"G",2353
"Very Good",0.72,"G",2353
"Ideal",0.7,"I",2353
"Ideal",0.7,"I",2353
"Ideal",0.7,"I",2353
"Good",0.7,"G",2353
"Very Good",0.74,"I",2353
"Very Good",0.71,"H",2354
"Premium",0.7,"F",2354
"Ideal",0.72,"H",2354
"Good",0.71,"H",2354
"Premium",0.7,"F",2354
"Very Good",0.7,"D",2354
"Premium",0.7,"D",2354
"Good",0.7,"H",2355
"Premium",0.72,"E",2355
"Ideal",0.72,"E",2355
"Ideal",0.7,"F",2355
"Ideal",0.73,"F",2355
"Ideal",0.7,"I",2355
"Premium",0.7,"D",2355
"Very Good",0.54,"F",2356
"Ideal",0.54,"F",2356
"Ideal",0.54,"F",2356
"Fair",0.97,"I",2357
"Ideal",0.63,"G",2357
"Ideal",0.58,"E",2357
"Ideal",0.56,"G",2357
"Premium",0.7,"D",2357
"Ideal",0.97,"I",2357
"Good",0.83,"F",2358
"Ideal",0.6,"F",2358
"Ideal",0.76,"I",2358
"Fair",0.7,"D",2358
"Fair",0.82,"H",2358
"Very Good",0.72,"I",2359
"Very Good",0.73,"E",2359
"Very Good",0.73,"H",2359
"Ideal",0.52,"F",2359
"Ideal",0.55,"F",2359
"Ideal",0.72,"F",2359
"Ideal",0.72,"H",2359
"Ideal",0.72,"H",2359
"Fair",0.84,"I",2359
"Ideal",0.58,"E",2359
"Fair",0.78,"G",2359
"Very Good",0.7,"I",2360
"Very Good",0.73,"F",2360
"Premium",0.77,"E",2360
"Ideal",0.71,"I",2360
"Ideal",0.57,"F",2360
"Ideal",0.57,"F",2360
"Premium",0.72,"F",2360
"Ideal",0.71,"H",2360
"Premium",0.57,"D",2360
"Ideal",0.77,"E",2360
"Ideal",0.57,"F",2360
"Premium",0.75,"E",2360
"Premium",1.2,"F",2360
"Good",0.72,"E",2361
"Ideal",0.72,"H",2361
"Ideal",0.54,"G",2361
"Ideal",0.73,"E",2361
"Premium",0.7,"F",2362
"Very Good",0.7,"F",2362
"Good",0.7,"F",2362
"Ideal",0.31,"G",544
"Premium",0.31,"E",544
"Very Good",0.31,"H",544
"Good",0.31,"E",544
"Premium",0.31,"I",544
"Ideal",0.31,"H",544
"Premium",0.31,"G",544
"Very Good",0.31,"G",544
"Premium",0.31,"E",544
"Good",0.31,"E",544
"Good",0.31,"H",544
"Ideal",0.31,"G",544
"Ideal",0.31,"G",544
"Premium",0.31,"H",544
"Ideal",0.31,"H",544
"Ideal",0.31,"G",544
"Good",0.31,"G",544
"Ideal",0.31,"H",544
"Premium",0.31,"G",544
"Good",0.31,"H",544
"Ideal",0.31,"E",544
"Premium",0.31,"H",544
"Good",0.31,"E",544
"Very Good",0.31,"G",544
"Very Good",0.31,"G",544
"Good",0.31,"E",544
"Ideal",0.31,"H",544
"Very Good",0.31,"G",544
"Premium",0.31,"I",544
"Very Good",0.31,"E",544
"Very Good",0.7,"F",2362
"Very Good",0.7,"F",2362
"Very Good",0.7,"F",2362
"Very Good",0.7,"F",2362
"Very Good",0.7,"F",2362
"Premium",0.71,"I",2362
"Ideal",0.55,"E",2362
"Ideal",0.52,"D",2362
"Ideal",0.52,"D",2362
"Premium",0.79,"H",2362
"Premium",0.71,"G",2362
"Good",0.74,"H",2362
"Fair",0.79,"G",2362
"Very Good",0.75,"E",2363
"Premium",0.71,"H",2363
"Premium",0.71,"H",2363
"Ideal",0.96,"I",2363
"Good",0.8,"G",2363
"Fair",0.75,"F",2363
"Ideal",0.7,"I",2363
"Good",0.78,"E",2363
"Premium",0.71,"F",2363
"Very Good",0.71,"G",2364
"Premium",0.72,"F",2364
"Premium",0.76,"G",2364
"Ideal",0.61,"D",2364
"Premium",0.71,"H",2364
"Premium",0.7,"H",2364
"Premium",1.01,"G",2364
"Premium",0.72,"F",2364
"Fair",0.72,"D",2364
"Premium",0.72,"G",2364
"Very Good",0.51,"E",2365
"Ideal",0.78,"F",2365
"Ideal",0.78,"J",2365
"Ideal",0.71,"F",2365
"Ideal",0.71,"F",2365
"Ideal",0.71,"F",2365
"Premium",0.73,"I",2365
"Very Good",0.3,"D",2366
"Ideal",0.61,"F",2366
"Ideal",0.85,"J",2366
"Good",0.74,"E",2366
"Premium",0.55,"D",2366
"Good",0.7,"H",2367
"Very Good",0.7,"I",2367
"Very Good",0.62,"H",2367
"Ideal",0.7,"I",2367
"Good",0.7,"D",2367
"Premium",0.7,"H",2367
"Premium",0.7,"H",2367
"Good",0.7,"G",2367
"Very Good",0.71,"H",2368
"Very Good",0.71,"G",2368
"Very Good",0.71,"E",2368
"Ideal",0.71,"I",2368
"Ideal",0.71,"H",2368
"Ideal",0.71,"H",2368
"Ideal",0.71,"G",2368
"Premium",0.81,"E",2368
"Premium",1.16,"H",2368
"Fair",0.71,"D",2368
"Very Good",0.71,"G",2368
"Premium",0.66,"F",2368
"Premium",0.71,"D",2368
"Very Good",0.51,"E",2369
"Very Good",0.73,"I",2369
"Very Good",0.72,"I",2369
"Good",0.74,"H",2369
"Premium",0.7,"F",2369
"Premium",0.74,"D",2369
"Premium",0.77,"H",2369
"Ideal",0.56,"D",2369
"Fair",0.7,"F",2369
"Very Good",0.71,"F",2370
"Premium",0.54,"E",2370
"Ideal",0.97,"J",2370
"Good",0.7,"E",2370
"Ideal",0.71,"E",2370
"Premium",0.79,"H",2370
"Premium",0.73,"I",2371
"Premium",0.73,"I",2371
"Premium",0.8,"F",2371
"Ideal",0.52,"E",2371
"Good",0.77,"E",2371
"Ideal",0.76,"H",2371
"Ideal",0.7,"G",2371
"Ideal",0.62,"F",2371
"Ideal",0.72,"H",2372
"Ideal",0.53,"G",2372
"Very Good",0.75,"F",2372
"Premium",0.75,"E",2372
"Ideal",0.57,"E",2372
"Good",0.85,"J",2372
"Fair",0.71,"D",2372
"Very Good",0.7,"F",2373
"Good",0.7,"F",2373
"Good",0.77,"G",2373
"Ideal",0.61,"E",2373
"Ideal",0.63,"D",2373
"Ideal",0.7,"D",2373
"Premium",0.7,"F",2373
"Very Good",0.73,"D",2374
"Very Good",0.93,"F",2374
"Very Good",0.7,"D",2374
"Ideal",0.55,"E",2374
"Ideal",0.74,"I",2374
"Ideal",0.54,"E",2375
"Very Good",0.71,"E",2375
"Ideal",0.81,"H",2375
"Ideal",0.74,"H",2375
"Ideal",0.7,"H",2375
"Premium",0.7,"H",2375
"Premium",0.7,"G",2375
"Premium",0.77,"I",2375
"Fair",1.07,"G",2375
"Ideal",0.7,"G",2375
"Ideal",0.7,"E",2375
"Ideal",0.5,"D",2376
"Premium",0.55,"F",2376
"Premium",0.55,"F",2376
"Premium",0.6,"H",2376
"Fair",0.9,"H",2376
"Fair",0.75,"D",2376
"Ideal",0.72,"H",2376
"Ideal",0.71,"H",2376
"Ideal",0.73,"G",2376
"Ideal",0.71,"I",2376
"Ideal",0.71,"I",2376
"Premium",0.72,"E",2376
"Premium",0.7,"E",2376
"Premium",0.7,"E",2376
"Fair",1.2,"I",2376
"Fair",1.2,"I",2376
"Fair",1.2,"G",2376
"Premium",0.72,"H",2376
"Fair",0.9,"G",2376
"Very Good",0.72,"E",2376
"Premium",0.72,"E",2376
"Ideal",0.7,"E",2376
"Ideal",0.84,"J",2376
"Very Good",0.7,"H",2377
"Very Good",0.73,"H",2377
"Ideal",0.73,"H",2377
"Ideal",0.73,"G",2377
"Premium",0.78,"I",2377
"Ideal",0.47,"D",2378
"Ideal",0.75,"G",2378
"Ideal",0.54,"D",2378
"Premium",1.05,"G",2378
"Good",0.78,"E",2379
"Very Good",0.87,"J",2379
"Ideal",0.74,"F",2379
"Ideal",0.58,"F",2380
"Ideal",0.58,"F",2380
"Ideal",0.55,"F",2380
"Premium",0.7,"G",2381
"Ideal",0.7,"F",2381
"Ideal",0.71,"F",2381
"Good",0.75,"I",2381
"Premium",0.71,"F",2381
"Premium",0.71,"F",2381
"Premium",0.71,"F",2381
"Premium",0.71,"F",2381
"Good",0.7,"F",2381
"Fair",0.7,"F",2381
"Fair",0.7,"F",2381
"Fair",0.7,"F",2381
"Very Good",0.71,"G",2382
"Very Good",0.7,"F",2382
"Ideal",0.77,"I",2382
"Ideal",0.7,"F",2382
"Good",0.7,"D",2382
"Ideal",0.72,"G",2383
"Very Good",0.75,"E",2383
"Ideal",0.72,"G",2383
"Premium",1.12,"G",2383
"Ideal",0.75,"I",2383
"Ideal",0.55,"G",2383
"Premium",0.74,"F",2383
"Ideal",0.7,"H",2383
"Premium",0.7,"H",2383
"Very Good",0.71,"I",2384
"Fair",0.7,"G",2384
"Ideal",0.7,"D",2384
"Fair",0.7,"G",2384
"Fair",0.7,"G",2384
"Premium",0.72,"E",2385
"Ideal",0.72,"G",2385
"Very Good",0.72,"G",2385
"Ideal",0.72,"F",2385
"Ideal",0.6,"D",2385
"Premium",0.72,"F",2385
"Very Good",0.75,"I",2385
"Very Good",0.72,"I",2386
"Premium",0.7,"E",2386
"Good",0.7,"E",2386
"Very Good",0.7,"E",2386
"Ideal",0.83,"F",2386
"Ideal",0.78,"F",2386
"Premium",0.71,"I",2386
"Premium",0.71,"G",2386
"Ideal",0.71,"G",2386
"Premium",0.7,"G",2386
"Ideal",0.7,"I",2386
"Ideal",0.81,"I",2386
"Ideal",0.71,"F",2386
"Premium",0.71,"G",2386
"Ideal",0.71,"G",2386
"Premium",0.71,"G",2386
"Ideal",0.71,"G",2386
"Good",0.78,"G",2386
"Premium",0.83,"G",2386
"Fair",0.83,"G",2386
"Premium",0.71,"E",2386
"Ideal",0.71,"I",2387
"Ideal",0.71,"I",2387
"Premium",0.78,"I",2387
"Premium",0.51,"D",2387
"Ideal",0.52,"G",2387
"Ideal",0.71,"G",2387
"Ideal",0.52,"G",2387
"Premium",0.65,"D",2387
"Premium",1.02,"G",2387
"Premium",0.51,"D",2387
"Good",0.73,"E",2388
"Ideal",0.71,"E",2388
"Ideal",0.52,"F",2388
"Good",0.7,"D",2388
"Premium",0.71,"G",2388
"Very Good",0.7,"I",2389
"Very Good",0.7,"H",2389
"Premium",0.79,"G",2389
"Ideal",0.76,"G",2389
"Premium",0.62,"H",2389
"Very Good",0.7,"I",2390
"Good",0.7,"I",2390
"Good",0.7,"F",2390
"Ideal",0.7,"I",2390
"Ideal",0.7,"I",2390
"Good",0.71,"E",2390
"Fair",0.91,"J",2390
"Premium",0.63,"G",2391
"Very Good",0.74,"E",2391
"Premium",0.54,"F",2391
"Premium",0.77,"G",2391
"Good",0.54,"E",2391
"Very Good",0.77,"I",2391
"Ideal",0.65,"D",2392
"Premium",0.61,"F",2392
"Premium",1.03,"J",2392
"Very Good",0.72,"I",2393
"Very Good",0.73,"H",2393
"Premium",0.6,"E",2393
"Ideal",0.52,"F",2393
"Premium",0.73,"I",2393
"Premium",0.73,"F",2393
"Ideal",0.75,"F",2393
"Premium",0.73,"F",2393
"Ideal",0.72,"H",2393
"Premium",0.73,"I",2393
"Good",0.77,"H",2393
"Very Good",0.7,"H",2394
"Very Good",0.7,"I",2394
"Good",0.7,"E",2394
"Premium",0.7,"G",2394
"Ideal",0.7,"G",2394
"Good",0.7,"I",2394
"Good",0.7,"I",2394
"Good",0.7,"E",2394
"Good",0.7,"H",2394
"Premium",0.7,"H",2394
"Premium",0.7,"E",2394
"Good",0.7,"H",2394
"Very Good",0.7,"I",2394
"Premium",0.7,"I",2394
"Fair",0.7,"F",2394
"Premium",0.75,"F",2394
"Premium",0.7,"F",2394
"Very Good",0.79,"G",2394
"Premium",0.7,"F",2394
"Ideal",0.7,"F",2394
"Very Good",0.73,"E",2395
"Very Good",0.73,"E",2395
"Very Good",0.53,"F",2395
"Very Good",0.71,"H",2395
"Ideal",0.58,"F",2395
"Fair",0.7,"H",2395
"Very Good",0.76,"H",2396
"Very Good",0.72,"H",2396
"Very Good",0.72,"G",2396
"Good",0.71,"F",2396
"Premium",0.93,"F",2396
"Very Good",0.7,"E",2396
"Fair",1.05,"I",2396
"Premium",0.7,"E",2396
"Fair",1.21,"I",2396
